id,lon,lat,number,structural,retrofitted,taxonomy
a51,83.46382,29.08617,5.0,11340.0,5670.0,Adobe
a52,83.98882,28.41117,5.0,11340.0,5670.0,Adobe
a53,85.03882,28.33617,5.0,11340.0,5670.0,Adobe
a54,87.06382,27.66117,5.0,11340.0,5670.0,Adobe
a55,81.88882,30.06117,5.0,11340.0,5670.0,Adobe
a56,83.91382,29.31117,5.0,11340.0,5670.0,Adobe
a57,83.23882,29.01117,5.0,11340.0,5670.0,Adobe
a58,83.98882,28.78617,5.0,11340.0,5670.0,Adobe
a59,82.11382,30.13617,5.0,11340.0,5670.0,Adobe
a60,83.68882,28.93617,5.0,11340.0,5670.0,Adobe
a61,83.91382,28.86117,5.0,11340.0,5670.0,Adobe
a62,83.91382,28.71117,5.0,11340.0,5670.0,Adobe
a63,83.91382,28.48617,5.0,11340.0,5670.0,Adobe
a64,81.13882,29.83617,5.0,11340.0,5670.0,Adobe
a65,83.08882,29.23617,5.0,11340.0,5670.0,Adobe
a66,82.93882,28.86117,5.0,11340.0,5670.0,Adobe
a67,84.06382,29.16117,5.0,11340.0,5670.0,Adobe
a68,83.23882,28.93617,5.0,11340.0,5670.0,Adobe
a69,84.58882,27.43617,5.0,11340.0,5670.0,Adobe
a70,87.13882,27.66117,5.0,11340.0,5670.0,Adobe
a71,81.81382,30.28617,5.0,11340.0,5670.0,Adobe
a72,82.78882,29.08617,5.0,11340.0,5670.0,Adobe
a73,82.63882,27.73617,5.0,11340.0,5670.0,Adobe
a74,82.71382,29.16117,5.0,11340.0,5670.0,Adobe
a75,84.51382,28.48617,5.0,11340.0,5670.0,Adobe
a76,83.01382,29.16117,6.0,11340.0,5670.0,Adobe
a77,81.36382,28.56117,6.0,11340.0,5670.0,Adobe
a78,83.23882,29.23617,6.0,11340.0,5670.0,Adobe
a79,84.13882,29.23617,6.0,11340.0,5670.0,Adobe
a80,84.66382,28.71117,6.0,11340.0,5670.0,Adobe
a81,82.03882,30.21117,6.0,11340.0,5670.0,Adobe
a82,83.01382,29.01117,6.0,11340.0,5670.0,Adobe
a83,82.63882,29.31117,6.0,11340.0,5670.0,Adobe
a84,83.98882,29.08617,6.0,11340.0,5670.0,Adobe
a85,88.03882,27.58617,6.0,11340.0,5670.0,Adobe
a86,81.96382,30.28617,6.0,11340.0,5670.0,Adobe
a87,82.78882,29.23617,6.0,11340.0,5670.0,Adobe
a88,83.31382,29.01117,6.0,11340.0,5670.0,Adobe
a89,84.96382,28.41117,6.0,11340.0,5670.0,Adobe
a90,82.78882,29.31117,6.0,11340.0,5670.0,Adobe
a91,83.46382,29.01117,6.0,11340.0,5670.0,Adobe
a92,81.51382,29.98617,6.0,11340.0,5670.0,Adobe
a93,83.16382,29.53617,6.0,11340.0,5670.0,Adobe
a94,83.61382,28.93617,6.0,11340.0,5670.0,Adobe
a95,87.13882,27.73617,6.0,11340.0,5670.0,Adobe
a96,81.43882,30.06117,6.0,11340.0,5670.0,Adobe
a97,83.91382,28.41117,6.0,11340.0,5670.0,Adobe
a98,81.51382,30.28617,7.0,11340.0,5670.0,Adobe
a99,82.18882,29.98617,7.0,11340.0,5670.0,Adobe
a100,82.56382,29.16117,7.0,11340.0,5670.0,Adobe
a101,83.68882,28.63617,7.0,11340.0,5670.0,Adobe
a102,87.58882,27.81117,7.0,11340.0,5670.0,Adobe
a103,83.08882,29.31117,7.0,11340.0,5670.0,Adobe
a104,87.51382,27.58617,7.0,11340.0,5670.0,Adobe
a105,82.93882,29.61117,7.0,11340.0,5670.0,Adobe
a106,84.28882,28.48617,7.0,11340.0,5670.0,Adobe
a107,87.13882,27.81117,7.0,11340.0,5670.0,Adobe
a108,81.58882,30.13617,7.0,11340.0,5670.0,Adobe
a109,81.96382,30.13617,7.0,11340.0,5670.0,Adobe
a110,81.66382,30.13617,7.0,11340.0,5670.0,Adobe
a111,81.58882,28.33617,7.0,11340.0,5670.0,Adobe
a112,87.21382,27.73617,7.0,11340.0,5670.0,Adobe
a113,81.43882,28.56117,7.0,11340.0,5670.0,Adobe
a114,82.86382,29.23617,7.0,11340.0,5670.0,Adobe
a115,83.38882,29.01117,7.0,11340.0,5670.0,Adobe
a116,84.58882,28.41117,7.0,11340.0,5670.0,Adobe
a117,86.38882,27.96117,7.0,11340.0,5670.0,Adobe
a118,80.38882,29.01117,7.0,11340.0,5670.0,Adobe
a119,81.96382,28.11117,7.0,11340.0,5670.0,Adobe
a120,85.86382,28.11117,7.0,11340.0,5670.0,Adobe
a121,81.28882,30.06117,7.0,11340.0,5670.0,Adobe
a122,82.86382,29.61117,7.0,11340.0,5670.0,Adobe
a123,83.98882,29.31117,7.0,11340.0,5670.0,Adobe
a124,83.01382,29.31117,8.0,11340.0,5670.0,Adobe
a125,83.46382,28.93617,8.0,11340.0,5670.0,Adobe
a126,86.76382,27.96117,8.0,11340.0,5670.0,Adobe
a127,85.71382,28.18617,8.0,11340.0,5670.0,Adobe
a128,84.66382,28.33617,8.0,11340.0,5670.0,Adobe
a129,82.86382,29.31117,8.0,11340.0,5670.0,Adobe
a130,82.63882,29.16117,8.0,11340.0,5670.0,Adobe
a131,84.13882,28.71117,8.0,11340.0,5670.0,Adobe
a132,83.76382,28.71117,8.0,11340.0,5670.0,Adobe
a133,87.06382,27.58617,8.0,11340.0,5670.0,Adobe
a134,82.86382,29.38617,8.0,11340.0,5670.0,Adobe
a135,86.83882,27.81117,8.0,11340.0,5670.0,Adobe
a136,80.83882,28.86117,8.0,11340.0,5670.0,Adobe
a137,83.08882,29.01117,9.0,11340.0,5670.0,Adobe
a138,83.38882,29.08617,9.0,11340.0,5670.0,Adobe
a139,81.43882,28.48617,9.0,11340.0,5670.0,Adobe
a140,81.51382,30.36117,9.0,11340.0,5670.0,Adobe
a141,84.06382,29.23617,9.0,11340.0,5670.0,Adobe
a142,82.78882,29.16117,9.0,11340.0,5670.0,Adobe
a143,84.21382,28.41117,9.0,11340.0,5670.0,Adobe
a144,80.76382,28.86117,9.0,11340.0,5670.0,Adobe
a145,83.91382,28.78617,9.0,11340.0,5670.0,Adobe
a146,83.31382,29.16117,9.0,11340.0,5670.0,Adobe
a147,81.58882,29.76117,10.0,11340.0,5670.0,Adobe
a148,82.71382,27.73617,10.0,11340.0,5670.0,Adobe
a149,80.98882,28.86117,10.0,11340.0,5670.0,Adobe
a150,81.96382,30.21117,10.0,11340.0,5670.0,Adobe
a151,85.11382,28.41117,10.0,11340.0,5670.0,Adobe
a152,81.36382,29.83617,10.0,11340.0,5670.0,Adobe
a153,83.76382,28.93617,10.0,11340.0,5670.0,Adobe
a154,83.01382,29.53617,10.0,11340.0,5670.0,Adobe
a155,81.73882,29.91117,11.0,11340.0,5670.0,Adobe
a156,87.43882,27.66117,11.0,11340.0,5670.0,Adobe
a157,88.03882,27.51117,11.0,11340.0,5670.0,Adobe
a158,81.73882,30.13617,11.0,11340.0,5670.0,Adobe
a159,83.53882,28.93617,11.0,11340.0,5670.0,Adobe
a160,86.53882,27.73617,11.0,11340.0,5670.0,Adobe
a161,82.33882,29.98617,11.0,11340.0,5670.0,Adobe
a162,81.88882,29.46117,11.0,11340.0,5670.0,Adobe
a163,86.61382,27.96117,11.0,11340.0,5670.0,Adobe
a164,86.91382,27.66117,11.0,11340.0,5670.0,Adobe
a165,84.51382,28.63617,11.0,11340.0,5670.0,Adobe
a166,82.41382,29.76117,12.0,11340.0,5670.0,Adobe
a167,85.03882,28.41117,12.0,11340.0,5670.0,Adobe
a168,82.41382,29.83617,12.0,11340.0,5670.0,Adobe
a169,84.81382,28.41117,12.0,11340.0,5670.0,Adobe
a170,81.66382,29.98617,12.0,11340.0,5670.0,Adobe
a171,81.36382,30.13617,13.0,11340.0,5670.0,Adobe
a172,83.16382,29.38617,13.0,11340.0,5670.0,Adobe
a173,84.06382,29.08617,13.0,11340.0,5670.0,Adobe
a174,84.21382,28.33617,13.0,11340.0,5670.0,Adobe
a175,82.93882,29.31117,13.0,11340.0,5670.0,Adobe
a176,83.31382,28.63617,13.0,11340.0,5670.0,Adobe
a177,85.18882,28.26117,13.0,11340.0,5670.0,Adobe
a178,87.51382,27.81117,13.0,11340.0,5670.0,Adobe
a179,82.93882,29.23617,13.0,11340.0,5670.0,Adobe
a180,83.23882,29.46117,13.0,11340.0,5670.0,Adobe
a181,81.43882,28.41117,13.0,11340.0,5670.0,Adobe
a182,82.03882,30.06117,13.0,11340.0,5670.0,Adobe
a183,82.03882,30.13617,14.0,11340.0,5670.0,Adobe
a184,81.58882,29.83617,14.0,11340.0,5670.0,Adobe
a185,84.58882,28.71117,14.0,11340.0,5670.0,Adobe
a186,83.76382,28.56117,14.0,11340.0,5670.0,Adobe
a187,86.46382,27.88617,14.0,11340.0,5670.0,Adobe
a188,83.16382,29.08617,14.0,11340.0,5670.0,Adobe
a189,81.13882,28.71117,14.0,11340.0,5670.0,Adobe
a190,87.51382,27.66117,14.0,11340.0,5670.0,Adobe
a191,84.66382,27.43617,14.0,11340.0,5670.0,Adobe
a192,86.61382,27.81117,14.0,11340.0,5670.0,Adobe
a193,83.01382,29.38617,15.0,11340.0,5670.0,Adobe
a194,82.71382,29.23617,15.0,11340.0,5670.0,Adobe
a195,83.76382,28.63617,15.0,11340.0,5670.0,Adobe
a196,82.03882,27.96117,15.0,11340.0,5670.0,Adobe
a197,83.16382,28.93617,15.0,11340.0,5670.0,Adobe
a198,85.71382,28.11117,15.0,11340.0,5670.0,Adobe
a199,85.78882,28.11117,15.0,11340.0,5670.0,Adobe
a200,84.96382,28.26117,15.0,11340.0,5670.0,Adobe
a201,84.73882,27.43617,15.0,11340.0,5670.0,Adobe
a202,83.76382,28.41117,15.0,11340.0,5670.0,Adobe
a203,86.68882,27.96117,15.0,11340.0,5670.0,Adobe
a204,82.63882,27.96117,15.0,11340.0,5670.0,Adobe
a205,83.98882,28.93617,15.0,11340.0,5670.0,Adobe
a206,85.63882,28.11117,15.0,11340.0,5670.0,Adobe
a207,81.58882,30.28617,16.0,11340.0,5670.0,Adobe
a208,86.76382,27.73617,16.0,11340.0,5670.0,Adobe
a209,84.58882,28.26117,16.0,11340.0,5670.0,Adobe
a210,83.76382,28.48617,16.0,11340.0,5670.0,Adobe
a211,86.61382,27.88617,16.0,11340.0,5670.0,Adobe
a212,83.31382,29.31117,16.0,11340.0,5670.0,Adobe
a213,84.96382,28.33617,16.0,11340.0,5670.0,Adobe
a214,82.86382,29.08617,17.0,11340.0,5670.0,Adobe
a215,83.53882,28.63617,17.0,11340.0,5670.0,Adobe
a216,82.56382,29.68617,17.0,11340.0,5670.0,Adobe
a217,81.36382,30.06117,17.0,11340.0,5670.0,Adobe
a218,82.86382,29.53617,17.0,11340.0,5670.0,Adobe
a219,87.28882,27.73617,17.0,11340.0,5670.0,Adobe
a220,81.73882,30.36117,17.0,11340.0,5670.0,Adobe
a221,82.18882,29.91117,17.0,11340.0,5670.0,Adobe
a222,84.36382,28.63617,17.0,11340.0,5670.0,Adobe
a223,84.28882,28.41117,17.0,11340.0,5670.0,Adobe
a224,82.93882,27.73617,17.0,11340.0,5670.0,Adobe
a225,81.28882,29.98617,17.0,11340.0,5670.0,Adobe
a226,86.98882,27.58617,17.0,11340.0,5670.0,Adobe
a227,82.78882,29.53617,17.0,11340.0,5670.0,Adobe
a228,83.01382,29.46117,17.0,11340.0,5670.0,Adobe
a229,83.98882,29.01117,18.0,11340.0,5670.0,Adobe
a230,82.41382,29.46117,18.0,11340.0,5670.0,Adobe
a231,83.23882,29.16117,18.0,11340.0,5670.0,Adobe
a232,85.03882,28.26117,18.0,11340.0,5670.0,Adobe
a233,85.11382,28.63617,18.0,11340.0,5670.0,Adobe
a234,82.71382,28.93617,18.0,11340.0,5670.0,Adobe
a235,82.71382,29.68617,19.0,11340.0,5670.0,Adobe
a236,82.71382,28.86117,19.0,11340.0,5670.0,Adobe
a237,82.48882,29.31117,19.0,11340.0,5670.0,Adobe
a238,81.28882,29.91117,19.0,11340.0,5670.0,Adobe
a239,82.41382,29.91117,19.0,11340.0,5670.0,Adobe
a240,83.91382,28.93617,19.0,11340.0,5670.0,Adobe
a241,84.43882,28.48617,19.0,11340.0,5670.0,Adobe
a242,84.43882,27.51117,19.0,11340.0,5670.0,Adobe
a243,82.33882,29.76117,19.0,11340.0,5670.0,Adobe
a244,82.33882,29.68617,19.0,11340.0,5670.0,Adobe
a245,80.98882,28.93617,19.0,11340.0,5670.0,Adobe
a246,81.06382,29.91117,19.0,11340.0,5670.0,Adobe
a247,82.56382,29.91117,20.0,11340.0,5670.0,Adobe
a248,81.36382,29.91117,20.0,11340.0,5670.0,Adobe
a249,83.83882,28.41117,20.0,11340.0,5670.0,Adobe
a250,84.13882,28.33617,20.0,11340.0,5670.0,Adobe
a251,81.51382,30.13617,20.0,11340.0,5670.0,Adobe
a252,82.56382,29.46117,20.0,11340.0,5670.0,Adobe
a253,87.21382,27.66117,21.0,11340.0,5670.0,Adobe
a254,83.01382,28.78617,21.0,11340.0,5670.0,Adobe
a255,81.66382,30.21117,21.0,11340.0,5670.0,Adobe
a256,82.63882,29.23617,21.0,11340.0,5670.0,Adobe
a257,84.58882,28.63617,21.0,11340.0,5670.0,Adobe
a258,82.26382,29.16117,21.0,11340.0,5670.0,Adobe
a259,83.08882,28.93617,21.0,11340.0,5670.0,Adobe
a260,82.41382,29.01117,21.0,11340.0,5670.0,Adobe
a261,87.96382,27.51117,21.0,11340.0,5670.0,Adobe
a262,87.96382,27.73617,21.0,11340.0,5670.0,Adobe
a263,87.43882,27.51117,21.0,11340.0,5670.0,Adobe
a264,82.41382,29.38617,22.0,11340.0,5670.0,Adobe
a265,80.98882,29.98617,22.0,11340.0,5670.0,Adobe
a266,87.43882,27.36117,22.0,11340.0,5670.0,Adobe
a267,82.71382,29.61117,22.0,11340.0,5670.0,Adobe
a268,84.51382,28.33617,22.0,11340.0,5670.0,Adobe
a269,87.96382,27.58617,22.0,11340.0,5670.0,Adobe
a270,83.23882,28.86117,22.0,11340.0,5670.0,Adobe
a271,84.28882,28.56117,22.0,11340.0,5670.0,Adobe
a272,85.48882,28.11117,22.0,11340.0,5670.0,Adobe
a273,87.13882,27.58617,22.0,11340.0,5670.0,Adobe
a274,87.36382,27.81117,22.0,11340.0,5670.0,Adobe
a275,81.36382,28.63617,23.0,11340.0,5670.0,Adobe
a276,86.16382,28.03617,23.0,11340.0,5670.0,Adobe
a277,81.43882,29.98617,23.0,11340.0,5670.0,Adobe
a278,82.63882,29.68617,23.0,11340.0,5670.0,Adobe
a279,82.78882,29.68617,23.0,11340.0,5670.0,Adobe
a280,86.98882,27.51117,23.0,11340.0,5670.0,Adobe
a281,82.48882,29.83617,23.0,11340.0,5670.0,Adobe
a282,83.16382,28.71117,24.0,11340.0,5670.0,Adobe
a283,86.98882,27.66117,24.0,11340.0,5670.0,Adobe
a284,81.66382,28.33617,24.0,11340.0,5670.0,Adobe
a285,82.48882,29.38617,24.0,11340.0,5670.0,Adobe
a286,82.18882,29.76117,24.0,11340.0,5670.0,Adobe
a287,83.16382,29.46117,24.0,11340.0,5670.0,Adobe
a288,81.28882,29.68617,24.0,11340.0,5670.0,Adobe
a289,84.51382,28.41117,24.0,11340.0,5670.0,Adobe
a290,87.51382,27.73617,24.0,11340.0,5670.0,Adobe
a291,82.56382,29.83617,24.0,11340.0,5670.0,Adobe
a292,81.13882,29.31117,24.0,11340.0,5670.0,Adobe
a293,82.48882,29.46117,25.0,11340.0,5670.0,Adobe
a294,88.03882,27.81117,25.0,11340.0,5670.0,Adobe
a295,86.83882,27.66117,25.0,11340.0,5670.0,Adobe
a296,80.76382,28.93617,25.0,11340.0,5670.0,Adobe
a297,85.03882,28.63617,25.0,11340.0,5670.0,Adobe
a298,85.56382,28.11117,26.0,11340.0,5670.0,Adobe
a299,84.81382,28.33617,26.0,11340.0,5670.0,Adobe
a300,82.26382,29.98617,26.0,11340.0,5670.0,Adobe
a301,81.06382,30.13617,26.0,11340.0,5670.0,Adobe
a302,84.58882,28.33617,26.0,11340.0,5670.0,Adobe
a303,82.11382,29.91117,26.0,11340.0,5670.0,Adobe
a304,85.71382,28.03617,26.0,11340.0,5670.0,Adobe
a305,82.93882,29.46117,27.0,11340.0,5670.0,Adobe
a306,82.56382,29.76117,27.0,11340.0,5670.0,Adobe
a307,84.88882,27.28617,27.0,11340.0,5670.0,Adobe
a308,82.33882,29.46117,27.0,11340.0,5670.0,Adobe
a309,81.36382,29.98617,28.0,11340.0,5670.0,Adobe
a310,83.31382,29.38617,28.0,11340.0,5670.0,Adobe
a311,82.03882,29.98617,28.0,11340.0,5670.0,Adobe
a312,84.28882,28.78617,28.0,11340.0,5670.0,Adobe
a313,81.81382,29.76117,28.0,11340.0,5670.0,Adobe
a314,81.43882,30.21117,28.0,11340.0,5670.0,Adobe
a315,82.26382,29.68617,28.0,11340.0,5670.0,Adobe
a316,82.63882,29.61117,28.0,11340.0,5670.0,Adobe
a317,82.78882,28.86117,28.0,11340.0,5670.0,Adobe
a318,83.91382,29.23617,28.0,11340.0,5670.0,Adobe
a319,87.88882,27.73617,29.0,11340.0,5670.0,Adobe
a320,82.03882,28.11117,29.0,11340.0,5670.0,Adobe
a321,82.86382,28.78617,29.0,11340.0,5670.0,Adobe
a322,84.21382,28.63617,29.0,11340.0,5670.0,Adobe
a323,82.78882,29.46117,29.0,11340.0,5670.0,Adobe
a324,85.86382,28.03617,30.0,11340.0,5670.0,Adobe
a325,82.93882,28.78617,30.0,11340.0,5670.0,Adobe
a326,81.81382,28.18617,30.0,11340.0,5670.0,Adobe
a327,85.11382,28.26117,30.0,11340.0,5670.0,Adobe
a328,81.88882,29.76117,30.0,11340.0,5670.0,Adobe
a329,81.73882,30.06117,30.0,11340.0,5670.0,Adobe
a330,81.88882,29.31117,30.0,11340.0,5670.0,Adobe
a331,84.81382,28.56117,30.0,11340.0,5670.0,Adobe
a332,82.03882,29.91117,30.0,11340.0,5670.0,Adobe
a333,84.36382,28.41117,30.0,11340.0,5670.0,Adobe
a334,80.46382,29.23617,30.0,11340.0,5670.0,Adobe
a335,81.73882,28.26117,30.0,11340.0,5670.0,Adobe
a336,86.46382,27.73617,31.0,11340.0,5670.0,Adobe
a337,81.81382,29.46117,31.0,11340.0,5670.0,Adobe
a338,87.58882,27.58617,31.0,11340.0,5670.0,Adobe
a339,82.48882,29.01117,31.0,11340.0,5670.0,Adobe
a340,82.26382,29.76117,31.0,11340.0,5670.0,Adobe
a341,81.21382,29.83617,31.0,11340.0,5670.0,Adobe
a342,81.81382,30.06117,31.0,11340.0,5670.0,Adobe
a343,81.28882,29.83617,32.0,11340.0,5670.0,Adobe
a344,82.86382,29.16117,32.0,11340.0,5670.0,Adobe
a345,81.21382,29.68617,32.0,11340.0,5670.0,Adobe
a346,82.71382,29.01117,32.0,11340.0,5670.0,Adobe
a347,81.51382,28.41117,32.0,11340.0,5670.0,Adobe
a348,81.51382,28.33617,32.0,11340.0,5670.0,Adobe
a349,82.63882,29.53617,33.0,11340.0,5670.0,Adobe
a350,86.83882,27.88617,33.0,11340.0,5670.0,Adobe
a351,81.58882,29.68617,33.0,11340.0,5670.0,Adobe
a352,83.38882,28.63617,33.0,11340.0,5670.0,Adobe
a353,83.68882,28.56117,33.0,11340.0,5670.0,Adobe
a354,84.43882,28.63617,33.0,11340.0,5670.0,Adobe
a355,83.16382,28.86117,33.0,11340.0,5670.0,Adobe
a356,82.48882,29.91117,33.0,11340.0,5670.0,Adobe
a357,82.41382,29.68617,33.0,11340.0,5670.0,Adobe
a358,82.41382,29.53617,33.0,11340.0,5670.0,Adobe
a359,82.63882,28.86117,33.0,11340.0,5670.0,Adobe
a360,86.61382,27.66117,34.0,11340.0,5670.0,Adobe
a361,82.26382,29.91117,34.0,11340.0,5670.0,Adobe
a362,82.63882,28.93617,34.0,11340.0,5670.0,Adobe
a363,81.96382,29.91117,35.0,11340.0,5670.0,Adobe
a364,82.63882,29.08617,35.0,11340.0,5670.0,Adobe
a365,87.66382,27.58617,35.0,11340.0,5670.0,Adobe
a366,82.33882,29.91117,35.0,11340.0,5670.0,Adobe
a367,81.21382,29.91117,35.0,11340.0,5670.0,Adobe
a368,82.78882,28.78617,35.0,11340.0,5670.0,Adobe
a369,84.73882,27.36117,35.0,11340.0,5670.0,Adobe
a370,81.73882,30.28617,35.0,11340.0,5670.0,Adobe
a371,82.56382,29.53617,35.0,11340.0,5670.0,Adobe
a372,81.51382,28.48617,35.0,11340.0,5670.0,Adobe
a373,82.11382,29.98617,35.0,11340.0,5670.0,Adobe
a374,81.51382,29.83617,35.0,11340.0,5670.0,Adobe
a375,82.63882,29.01117,36.0,11340.0,5670.0,Adobe
a376,87.88882,27.51117,36.0,11340.0,5670.0,Adobe
a377,83.08882,28.86117,36.0,11340.0,5670.0,Adobe
a378,84.88882,28.56117,36.0,11340.0,5670.0,Adobe
a379,84.81382,27.43617,36.0,11340.0,5670.0,Adobe
a380,84.28882,28.33617,36.0,11340.0,5670.0,Adobe
a381,83.31382,28.86117,36.0,11340.0,5670.0,Adobe
a382,82.03882,29.83617,36.0,11340.0,5670.0,Adobe
a383,81.58882,29.98617,37.0,11340.0,5670.0,Adobe
a384,81.81382,29.91117,37.0,11340.0,5670.0,Adobe
a385,81.21382,29.76117,37.0,11340.0,5670.0,Adobe
a386,82.03882,29.68617,37.0,11340.0,5670.0,Adobe
a387,84.21382,28.56117,37.0,11340.0,5670.0,Adobe
a388,81.81382,29.68617,37.0,11340.0,5670.0,Adobe
a389,81.88882,29.38617,37.0,11340.0,5670.0,Adobe
a390,82.48882,29.23617,37.0,11340.0,5670.0,Adobe
a391,87.28882,27.81117,37.0,11340.0,5670.0,Adobe
a392,83.91382,27.66117,38.0,11340.0,5670.0,Adobe
a393,85.33882,27.21117,38.0,11340.0,5670.0,Adobe
a394,85.26382,28.26117,39.0,11340.0,5670.0,Adobe
a395,81.21382,28.71117,39.0,11340.0,5670.0,Adobe
a396,83.61382,28.71117,39.0,11340.0,5670.0,Adobe
a397,81.43882,29.83617,40.0,11340.0,5670.0,Adobe
a398,87.96382,27.43617,40.0,11340.0,5670.0,Adobe
a399,82.18882,29.61117,41.0,11340.0,5670.0,Adobe
a400,87.43882,27.81117,41.0,11340.0,5670.0,Adobe
a401,88.03882,27.43617,41.0,11340.0,5670.0,Adobe
a402,83.98882,28.71117,41.0,11340.0,5670.0,Adobe
a403,81.66382,30.28617,41.0,11340.0,5670.0,Adobe
a404,82.86382,29.46117,41.0,11340.0,5670.0,Adobe
a405,82.86382,28.93617,42.0,11340.0,5670.0,Adobe
a406,81.96382,29.98617,42.0,11340.0,5670.0,Adobe
a407,85.63882,28.03617,42.0,11340.0,5670.0,Adobe
a408,85.78882,28.03617,42.0,11340.0,5670.0,Adobe
a409,82.93882,29.38617,42.0,11340.0,5670.0,Adobe
a410,82.41382,29.31117,42.0,11340.0,5670.0,Adobe
a411,83.16382,29.16117,42.0,11340.0,5670.0,Adobe
a412,82.78882,28.93617,42.0,11340.0,5670.0,Adobe
a413,86.98882,27.43617,43.0,11340.0,5670.0,Adobe
a414,80.98882,29.83617,43.0,11340.0,5670.0,Adobe
a415,83.08882,29.38617,43.0,11340.0,5670.0,Adobe
a416,87.81382,27.66117,43.0,11340.0,5670.0,Adobe
a417,81.58882,28.41117,44.0,11340.0,5670.0,Adobe
a418,81.28882,28.56117,44.0,11340.0,5670.0,Adobe
a419,81.43882,29.68617,44.0,11340.0,5670.0,Adobe
a420,86.53882,27.66117,45.0,11340.0,5670.0,Adobe
a421,81.13882,29.68617,45.0,11340.0,5670.0,Adobe
a422,80.46382,29.01117,45.0,11340.0,5670.0,Adobe
a423,80.98882,29.91117,45.0,11340.0,5670.0,Adobe
a424,83.53882,28.56117,45.0,11340.0,5670.0,Adobe
a425,82.18882,29.16117,46.0,11340.0,5670.0,Adobe
a426,82.18882,27.88617,46.0,11340.0,5670.0,Adobe
a427,80.53882,29.23617,46.0,11340.0,5670.0,Adobe
a428,84.36382,27.81117,46.0,11340.0,5670.0,Adobe
a429,82.56382,28.93617,46.0,11340.0,5670.0,Adobe
a430,81.96382,27.88617,46.0,11340.0,5670.0,Adobe
a431,80.68882,29.01117,47.0,11340.0,5670.0,Adobe
a432,80.91382,28.93617,47.0,11340.0,5670.0,Adobe
a433,84.06382,28.33617,47.0,11340.0,5670.0,Adobe
a434,81.66382,29.76117,47.0,11340.0,5670.0,Adobe
a435,84.21382,28.71117,47.0,11340.0,5670.0,Adobe
