rup_mag,rup_rake,rup_hypo_depth,dist_rrup,site_vs30,result_type,damping,0.05,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.25,1.5,2,2.5,3,4,5,pga
5,90,100,60,700.0,MEAN,5,0.057106872,0.076787232,0.079525475,0.066986166,0.05849272,0.048789408,0.031998536,0.021384217,0.014863801,0.011306405,0.008905578,0.007432852,0.006186461,0.003700935,0.002256449,0.001000106,0.000636241,0.000427172,0.000256794,0.000168586,0.035053216
5,90,100,100,700.0,MEAN,5,0.026456723,0.034073743,0.036198549,0.031263599,0.028036786,0.024026283,0.016346104,0.011276543,0.008003374,0.006141548,0.00486671,0.004078289,0.003411063,0.002050204,0.001241682,0.0005555,0.0003555,0.000242526,0.000143211,9.26E-05,0.016918655
5,90,100,120,700.0,MEAN,5,0.019326109,0.024339766,0.026192262,0.022907283,0.020823375,0.018091804,0.012544205,0.008796314,0.006310943,0.004865116,0.003867231,0.00324724,0.00272257,0.001640432,0.000990172,0.000445036,0.000285628,0.000196422,0.00011492,7.37E-05,0.01262021
5,90,100,150,700.0,MEAN,5,0.012673171,0.015428005,0.016926792,0.015085647,0.013996702,0.012415613,0.008859679,0.006368232,0.004644511,0.003605586,0.002879569,0.002425201,0.00204073,0.001234254,0.000741233,0.000335465,0.000216231,0.000150493,8.68E-05,5.50E-05,0.008541737
5,90,100,200,700.0,MEAN,5,0.006812687,0.007832877,0.008876458,0.008163755,0.007838423,0.007198837,0.00539152,0.004039715,0.003028753,0.002379138,0.001915164,0.00162106,0.001372316,0.000835294,0.000497406,0.000227726,0.000147829,0.000104968,5.91E-05,3.67E-05,0.00484184
5,90,150,5,700.0,MEAN,5,1.126394283,1.492658343,1.540865624,1.243427713,1.065153905,0.872401241,0.544845952,0.349808906,0.23883789,0.181156644,0.141502366,0.118197257,0.098306232,0.059115133,0.035593131,0.015161218,0.009357687,0.005948269,0.003506794,0.002208801,0.670074148
5,90,150,10,700.0,MEAN,5,0.615706333,0.838122033,0.863528269,0.697876674,0.594345015,0.483710148,0.295480316,0.186546237,0.125351129,0.094193198,0.073280855,0.061264542,0.051048385,0.030511321,0.018385538,0.007854185,0.00487224,0.003102784,0.001855741,0.001193123,0.361027608
5,90,150,30,700.0,MEAN,5,0.196566873,0.268803824,0.279312237,0.228264473,0.195538459,0.160048561,0.097528691,0.06159732,0.041269138,0.030919652,0.024048214,0.020150418,0.016845675,0.010046015,0.006040136,0.002595459,0.001619657,0.00103961,0.00062349,0.000404429,0.115879337
5,90,150,60,700.0,MEAN,5,0.082324957,0.109594639,0.115969546,0.096542755,0.084238512,0.070246698,0.043813416,0.028251689,0.019176369,0.014441692,0.011276017,0.009477403,0.007953499,0.004755656,0.002845653,0.001231654,0.00077246,0.000501789,0.000297604,0.000191508,0.049892333
5,90,150,100,700.0,MEAN,5,0.038139886,0.048631767,0.052787225,0.045058176,0.040377277,0.034592902,0.022381605,0.014897967,0.010325473,0.00784461,0.006162096,0.005200101,0.004385373,0.002634489,0.001565917,0.000684109,0.00043161,0.000284893,0.00016597,0.000105219,0.024080853
5,90,150,120,700.0,MEAN,5,0.027860418,0.034738942,0.038195365,0.033014769,0.029988871,0.026048466,0.017175917,0.011621221,0.008142001,0.006214222,0.004896592,0.004140455,0.003500221,0.00210794,0.001248728,0.000548071,0.00034678,0.000230739,0.000133179,8.38E-05,0.01796274
5,90,150,150,700.0,MEAN,5,0.01826958,0.022019633,0.024683814,0.021741951,0.020157408,0.017875924,0.012130956,0.00841337,0.005992072,0.004605417,0.003646037,0.003092289,0.002623628,0.001585996,0.000934783,0.000413135,0.000262526,0.000176782,0.000100613,6.25E-05,0.012157715
5,90,150,200,700.0,MEAN,5,0.009821129,0.011179481,0.012944254,0.011765885,0.011288541,0.010364836,0.007382246,0.005337056,0.003907508,0.003038876,0.002424932,0.002066971,0.001764298,0.001073347,0.000627292,0.000280451,0.00017948,0.000123302,6.85E-05,4.17E-05,0.006891538
5,-90,5,5,700.0,MEAN,5,0.175243505,0.245356876,0.228057901,0.191967798,0.16352644,0.135429323,0.106687406,0.080237166,0.061700044,0.049524242,0.039718456,0.032575306,0.026361052,0.015259273,0.010004678,0.004661515,0.00306669,0.002155669,0.001287628,0.000983094,0.110309306
5,-90,5,10,700.0,MEAN,5,0.095791144,0.137766947,0.127807678,0.107742316,0.091246087,0.075089909,0.057858614,0.042788919,0.032382511,0.025750347,0.020569293,0.016884587,0.013688743,0.007875825,0.005167888,0.002414872,0.001596725,0.001124454,0.000681394,0.000531035,0.059433283
5,-90,5,30,700.0,MEAN,5,0.030581732,0.044184848,0.041339982,0.035240835,0.030019801,0.024845515,0.019097287,0.014128841,0.010661241,0.008452754,0.006750121,0.005553484,0.004517208,0.00259316,0.00169779,0.000798007,0.00053079,0.000376756,0.000228934,0.000180004,0.019076352
5,-90,5,60,700.0,MEAN,5,0.01280805,0.018014709,0.017164229,0.014904839,0.012932614,0.01090491,0.008579195,0.006480214,0.004953917,0.003948041,0.003165081,0.002611983,0.002132755,0.001227565,0.000799866,0.000378686,0.000253152,0.000181852,0.000109277,8.52E-05,0.008213405
5,-90,5,100,700.0,MEAN,5,0.005933773,0.00799389,0.007812847,0.006956344,0.006198873,0.005370111,0.004382591,0.003417212,0.002667428,0.002144543,0.001729648,0.00143315,0.001175946,0.000680034,0.000440157,0.000210338,0.000141446,0.000103247,6.09E-05,4.68E-05,0.00396425
5,-90,5,120,700.0,MEAN,5,0.0043345,0.005710245,0.005653157,0.005097017,0.004604003,0.004043692,0.003363253,0.002665609,0.002103356,0.001698831,0.001374428,0.001141113,0.000938593,0.000544118,0.000350999,0.000168514,0.000113649,8.36E-05,4.89E-05,3.73E-05,0.002957073
5,-90,5,150,700.0,MEAN,5,0.002842369,0.003619495,0.003653364,0.003356652,0.003094638,0.00277501,0.002375389,0.001929815,0.001547963,0.00125902,0.001023409,0.000852238,0.000703536,0.000409387,0.000262754,0.000127024,8.60E-05,6.41E-05,3.69E-05,2.78E-05,0.002001435
5,-90,5,200,700.0,MEAN,5,0.001527961,0.001837637,0.001915832,0.001816486,0.001733057,0.001609011,0.001445533,0.001224185,0.001009449,0.000830762,0.000680654,0.000569663,0.000473099,0.000277057,0.000176322,8.62E-05,5.88E-05,4.47E-05,2.52E-05,1.86E-05,0.001134506
5,-90,20,5,700.0,MEAN,5,0.188543105,0.26345001,0.245930641,0.206526287,0.175901561,0.145670923,0.113607907,0.084833167,0.064925132,0.052008783,0.041638123,0.03419758,0.027719534,0.016044034,0.010479833,0.004859765,0.003188014,0.002226208,0.001326181,0.001008488,0.118378712
5,-90,20,10,700.0,MEAN,5,0.103060926,0.147926168,0.137823861,0.115913306,0.09815129,0.08076842,0.061611736,0.045239898,0.034075158,0.027042191,0.02156345,0.017725448,0.014394177,0.008280871,0.005413327,0.002517574,0.001659894,0.00116125,0.000701791,0.00054475,0.063780934
5,-90,20,30,700.0,MEAN,5,0.032902639,0.047443138,0.044579769,0.037913437,0.032291592,0.026724409,0.020336076,0.014938153,0.011218504,0.008876815,0.007076366,0.005830042,0.004749993,0.002726516,0.001778419,0.000831946,0.00055179,0.000389085,0.000235789,0.000184651,0.020471821
5,-90,20,60,700.0,MEAN,5,0.013780074,0.019343153,0.018509379,0.016035196,0.013911313,0.011729573,0.009135702,0.006851405,0.005212865,0.0041461,0.00331805,0.00274206,0.002242664,0.001290698,0.00083786,0.000394795,0.000263165,0.000187799,0.000112548,8.74E-05,0.008814231
5,-90,20,100,700.0,MEAN,5,0.006384099,0.008583373,0.008425135,0.007483904,0.006667983,0.005776213,0.004666878,0.003612951,0.002806852,0.002252136,0.001813245,0.001504522,0.00123655,0.000715006,0.000461058,0.000219282,0.000147041,0.000106624,6.28E-05,4.80E-05,0.004254239
5,-90,20,120,700.0,MEAN,5,0.004663455,0.006131326,0.006096192,0.005483565,0.004952419,0.004349488,0.003581414,0.002818294,0.002213303,0.001784062,0.001440859,0.001197946,0.000986962,0.000572098,0.000367668,0.000175679,0.000118141,8.64E-05,5.04E-05,3.82E-05,0.003173386
5,-90,20,150,700.0,MEAN,5,0.003058085,0.003886409,0.003939676,0.003611216,0.003328831,0.002984868,0.002529475,0.002040351,0.001628874,0.001322184,0.001072872,0.000894685,0.00073979,0.000430444,0.000275232,0.000132426,8.94E-05,6.62E-05,3.80E-05,2.85E-05,0.002147842
5,-90,20,200,700.0,MEAN,5,0.001643926,0.001973147,0.002065971,0.001954249,0.001864212,0.001730691,0.001539295,0.001294302,0.001062207,0.000872439,0.000713554,0.000598024,0.000497484,0.000291312,0.000184697,8.99E-05,6.11E-05,4.61E-05,2.59E-05,1.90E-05,0.00121749
5,-90,100,5,700.0,MEAN,5,0.607727614,0.82243029,0.822419028,0.665159785,0.565168645,0.467663757,0.310552526,0.206827827,0.146706584,0.113819331,0.088607445,0.074422232,0.061938206,0.035792461,0.02201784,0.009463009,0.005931031,0.003726616,0.00212613,0.00151657,0.366313105
5,-90,100,10,700.0,MEAN,5,0.332194299,0.461791425,0.460897901,0.373322446,0.315358504,0.259300073,0.168418541,0.110297294,0.076997145,0.059180865,0.045887807,0.038574872,0.032163214,0.018473697,0.011373257,0.00490226,0.003088094,0.001943907,0.001125112,0.000819201,0.197364928
5,-90,100,30,700.0,MEAN,5,0.106054437,0.148106574,0.149079555,0.122107882,0.10375238,0.08579643,0.055589626,0.036420016,0.025349636,0.019426577,0.015058772,0.012687598,0.010613678,0.006082565,0.003736411,0.001619977,0.001026559,0.000651321,0.000378017,0.00027768,0.063348391
5,-90,100,60,700.0,MEAN,5,0.044417081,0.060384841,0.061897368,0.051644621,0.044696813,0.037656799,0.024972864,0.016704081,0.011779123,0.009073602,0.007060933,0.005967393,0.005011136,0.002879413,0.001760312,0.000768745,0.000489594,0.000314372,0.000180433,0.000131488,0.027274911
5,-90,100,100,700.0,MEAN,5,0.020577751,0.026795315,0.028174549,0.02410344,0.021424117,0.01854404,0.012757119,0.008808567,0.006342436,0.004928704,0.003858648,0.003274216,0.002763018,0.001595102,0.000968673,0.000426992,0.000273561,0.000178486,0.000100628,7.22E-05,0.013164411
5,-90,100,120,700.0,MEAN,5,0.015031637,0.019140595,0.020386322,0.017660938,0.015912043,0.013963668,0.009789972,0.006871157,0.005001242,0.003904348,0.003066198,0.002607017,0.00220533,0.001276293,0.000772457,0.000342087,0.000219797,0.000144557,8.07E-05,5.75E-05,0.009819788
5,-90,100,150,700.0,MEAN,5,0.009857057,0.012132459,0.013174692,0.011630652,0.010695487,0.009582658,0.006914425,0.004974485,0.00368064,0.002893553,0.002283116,0.001947048,0.001653028,0.000960277,0.000578257,0.000257865,0.00016639,0.000110755,6.10E-05,4.29E-05,0.006646328
5,-90,100,200,700.0,MEAN,5,0.005298827,0.006159713,0.006908847,0.00629405,0.00598968,0.005556224,0.004207748,0.003155584,0.0024002,0.001909308,0.001518469,0.001301457,0.001111599,0.000649879,0.000388039,0.000175045,0.000113755,7.73E-05,4.16E-05,2.86E-05,0.003767432
5,-90,150,5,700.0,MEAN,5,0.876097243,1.173814337,1.199307731,0.958651086,0.81393015,0.673339486,0.425218466,0.273249908,0.189271943,0.145381638,0.112192481,0.094893459,0.079629725,0.04599292,0.027767121,0.011653896,0.007200841,0.004377603,0.00246404,0.001722802,0.521385202
5,-90,150,10,700.0,MEAN,5,0.478889723,0.659092224,0.672113208,0.538045142,0.454164702,0.373338685,0.230604063,0.145718837,0.099337061,0.075591827,0.058101989,0.04918561,0.041350056,0.023738492,0.014343033,0.006037238,0.003749247,0.002283479,0.001303932,0.000930602,0.280915555
5,-90,150,30,700.0,MEAN,5,0.152887572,0.211385206,0.217398129,0.175986091,0.149419381,0.12352919,0.07611509,0.048116159,0.032704566,0.024813611,0.019067033,0.016177556,0.013645283,0.007816029,0.004712062,0.00199504,0.001246346,0.000765098,0.000438096,0.000315443,0.090165706
5,-90,150,60,700.0,MEAN,5,0.064031424,0.086184321,0.090262968,0.074432001,0.064370283,0.054218031,0.034193656,0.022068545,0.015196714,0.011589721,0.008940376,0.007608839,0.006442473,0.003700006,0.002219966,0.000946726,0.000594417,0.00036929,0.000209109,0.000149369,0.038821232
5,-90,150,100,700.0,MEAN,5,0.029664775,0.038243633,0.041086065,0.034738706,0.030854022,0.026699599,0.017467459,0.01163741,0.00818263,0.006295446,0.004885723,0.004174842,0.003552223,0.002049691,0.001221607,0.000525851,0.000332126,0.000209665,0.00011662,8.21E-05,0.018737313
