lon,lat,pga,pgv
-76.5386141,3.445767072,0.307109669,28
-76.57449238,3.455117688,0.426233811,45
-76.53483064,3.447738991,0.446536501,59
-76.54743095,3.443910105,0.43837584,26
-76.56423933,3.454526052,0.335360959,20
-76.56643435,3.454644936,0.416781183,24
-76.56471643,3.453382106,0.427402695,51
-76.53923787,3.441963523,0.44853854,60
-76.54214079,3.444937128,0.398615264,55
-76.54099998,3.437428836,0.442938175,42
-76.55424039,3.453600248,0.307658736,48
-76.56131909,3.453496334,0.429615792,44
-76.53826508,3.441596636,0.41249685,29
-76.54137289,3.444654783,0.265883443,27
-76.56290282,3.454929844,0.432212071,50
-76.56325341,3.45340003,0.365478325,48
-76.54196387,3.448615398,0.322125187,57
-76.54720219,3.443260083,0.293037008,26
-76.54158284,3.434728378,0.298197294,60
-76.55227606,3.453663337,0.307756562,49
-76.5644061,3.450448256,0.256667512,24
-76.53739827,3.450168555,0.415253743,59
-76.56391173,3.454808017,0.342368611,40
-76.53681111,3.442123305,0.358090861,29
-76.53681676,3.443433445,0.44965314,47
-76.56146032,3.450780976,0.372915823,21
-76.53544572,3.444819793,0.337893824,46
-76.54168406,3.441934767,0.254344778,28
-76.53854907,3.437974645,0.39672066,59
-76.54874783,3.449739671,0.262737673,39
-76.55935972,3.454052916,0.409893787,51
-76.55933776,3.454294571,0.365657903,39
-76.53822501,3.447521582,0.436128863,50
-76.54791576,3.446571091,0.391118989,20
-76.56375325,3.452029817,0.346619883,33
-76.57030915,3.454095368,0.294999929,50
-76.54160753,3.437065551,0.345447413,40
-76.56508379,3.451391034,0.419009603,42
-76.55077479,3.454053136,0.405717572,40
-76.568816,3.454187823,0.271663998,29
-76.53791563,3.44575362,0.408284211,34
-76.54084615,3.442085726,0.297643099,20
-76.58392805,3.458562684,0.323337554,31
-76.53897255,3.440751168,0.283042637,35
-76.53805723,3.443163785,0.291463476,26
-76.53765484,3.442091218,0.318156379,59
-76.53929253,3.448205352,0.322035386,58
-76.54521372,3.442605925,0.336477198,60
-76.56615136,3.451924479,0.330972153,37
-76.53670236,3.449740322,0.337700846,37
-76.56156857,3.450445116,0.429608746,40
-76.56642373,3.454285318,0.298546855,48
-76.55415206,3.444636711,0.384582943,54
-76.54222481,3.442516132,0.411252416,59
-76.57328449,3.452120761,0.27090263,29
-76.55390899,3.445527167,0.423292953,47
-76.55242666,3.454297207,0.283843314,39
-76.53712586,3.441977107,0.290215665,43
-76.56112965,3.454287491,0.373307646,23
-76.54303625,3.442714383,0.431388519,55
-76.53723192,3.447286399,0.408623446,57
-76.56978211,3.455265892,0.394771322,40
-76.56028688,3.453885262,0.303190497,40
-76.55917769,3.375574974,0.399922963,29
-76.5548166,3.372807668,0.382113848,22
-76.56005692,3.385384254,0.378378226,22
-76.55662642,3.370829277,0.403472696,42
-76.55657894,3.376386421,0.265562603,53
-76.55406115,3.370337009,0.367019471,33
-76.55919139,3.373773939,0.371501483,33
-76.56076021,3.383609155,0.316283155,44
-76.55973577,3.378821336,0.34088821,49
-76.55401734,3.372589709,0.441279387,48
-76.5609317,3.383949605,0.405734582,48
-76.55437077,3.369315537,0.319209255,21
-76.55605828,3.37552213,0.326759282,28
-76.56057988,3.378574955,0.346562145,58
-76.55877295,3.374758503,0.280550088,53
-76.55557782,3.372228965,0.280612681,37
-76.5508058,3.370978608,0.270275621,31
-76.55514076,3.36993064,0.446882062,45
-76.55891379,3.374203393,0.382652486,54
-76.56116252,3.38357218,0.413488233,34
-76.55717051,3.37359232,0.43490446,21
-76.49502283,3.499037186,0.379286538,35
-76.49685719,3.490429397,0.428435754,22
-76.49473246,3.495347868,0.366162496,22
-76.50047444,3.490699546,0.424501394,20
-76.49237077,3.496871117,0.31022582,34
-76.49245643,3.494686393,0.303879568,45
-76.48632719,3.494144947,0.399926575,41
-76.51256009,3.486336523,0.322125715,30
-76.49500867,3.494959404,0.442622127,39
-76.50191911,3.491763361,0.38644523,21
-76.49568955,3.495832706,0.401666689,22
-76.4931389,3.495612087,0.353241949,42
-76.49820907,3.493620922,0.352728655,41
-76.4946582,3.499542791,0.416705578,38
-76.48957523,3.495600133,0.266107858,57
-76.4963825,3.49460829,0.429762654,27
-76.48661297,3.493099589,0.265890767,35
-76.49816962,3.494485113,0.299542493,23
-76.51149334,3.485764496,0.348937305,49
-76.49319198,3.498076142,0.316650148,28
-76.49111661,3.497148087,0.281012687,43
-76.49400848,3.495198629,0.25364036,53
-76.49078169,3.49288081,0.446990751,29
-76.4958579,3.49753094,0.44960108,40
-76.5109417,3.485275408,0.335439673,29
-76.49963202,3.489631554,0.419706873,20
-76.49555775,3.496075238,0.336962453,56
-76.49725516,3.489535181,0.387416455,46
-76.49029087,3.49427209,0.286132181,26
-76.50291301,3.492369991,0.270735039,56
-76.49227892,3.494929332,0.277807367,43
-76.48971145,3.494295757,0.402598695,39
-76.49740645,3.494577135,0.370002968,56
-76.48922285,3.496537016,0.413752647,43
-76.49357317,3.494667659,0.283019446,37
-76.49738752,3.490828892,0.442260972,47
-76.4956503,3.488267636,0.342795188,40
-76.5129043,3.483015809,0.403525108,35
-76.49167016,3.493657718,0.447768413,29
-76.49799178,3.491910304,0.340626976,60
-76.49147624,3.49236796,0.333428716,32
-76.48852894,3.494587518,0.301529695,44
-76.49172408,3.492115029,0.262705965,49
-76.50478274,3.494312191,0.433077619,39
-76.5088422,3.488222938,0.410238706,24
-76.48499418,3.493235189,0.29103556,55
-76.50193748,3.493171889,0.331992399,34
-76.49390134,3.500792807,0.437261112,53
-76.48616102,3.495214272,0.448191426,44
-76.49203118,3.495421829,0.36238174,56
-76.49057264,3.496290822,0.403258507,20
-76.48993444,3.493946928,0.26389957,20
-76.49524828,3.496522045,0.369833326,27
-76.4942567,3.500341431,0.421289316,36
-76.49783321,3.490146475,0.417290546,21
-76.49854138,3.49219277,0.276408021,42
-76.49135394,3.494437842,0.32022039,33
-76.49576155,3.489964527,0.358330404,35
-76.49290818,3.496008397,0.357944363,48
-76.49369915,3.499310379,0.285342294,44
-76.50276673,3.491237072,0.272212769,58
-76.50116892,3.496012322,0.319832438,59
-76.49664431,3.494128092,0.386135221,40
-76.50942821,3.485290915,0.408502482,48
-76.49670347,3.494023798,0.432888785,55
-76.49509964,3.496783245,0.399542903,58
-76.49447271,3.50000763,0.302116096,25
-76.4925431,3.494500523,0.319424072,49
-76.49493881,3.497073463,0.330861708,50
-76.49728059,3.491910593,0.423600256,28
-76.49947426,3.491784842,0.326923856,46
-76.49505529,3.489593635,0.256785517,45
-76.48500663,3.493342832,0.308655006,50
-76.49308522,3.498245497,0.295305962,60
-76.48576697,3.493374863,0.30583734,24
-76.49626168,3.493565681,0.251692204,39
-76.5027509,3.493131354,0.275104695,52
-76.50043582,3.490171627,0.407514476,45
-76.49859454,3.491240695,0.403840351,24
-76.50537422,3.49105334,0.372658254,55
-76.49428268,3.496123041,0.31042845,40
-76.4960362,3.489204232,0.439663199,59
-76.49575787,3.489505052,0.376987764,28
-76.49264373,3.499035286,0.320767588,27
-76.50113714,3.492969315,0.259281611,41
-76.49554179,3.488220862,0.306444642,26
-76.50980078,3.487114612,0.307258013,21
-76.48978737,3.493974393,0.346466893,25
-76.48837242,3.493084351,0.387654339,30
-76.49541549,3.494076497,0.382626307,57
-76.49520528,3.490690567,0.319077037,43
-76.508679,3.485888206,0.428728886,52
-76.49492624,3.499035058,0.438710514,27
-76.48972492,3.495346549,0.320752323,44
-76.49357468,3.497576802,0.334938087,26
-76.49623485,3.496108316,0.435084171,54
-76.48749596,3.495972035,0.263747085,51
-76.48919261,3.493103597,0.286379716,28
-76.48995275,3.495133006,0.388068244,21
-76.48659472,3.492839443,0.412551965,34
-76.49365018,3.499347522,0.258678031,45
-76.48816119,3.495645868,0.432506712,32
-76.49446401,3.490614162,0.279836839,47
-76.49129916,3.494544267,0.377669673,32
-76.47760144,3.472950268,0.342297306,52
-76.47197051,3.431739998,0.433244092,30
-76.47380603,3.425644328,0.434052642,36
-76.47460222,3.430974764,0.374743617,25
-76.47546984,3.427323582,0.375723459,45
-76.47479534,3.426648779,0.321261424,48
-76.47481811,3.414675993,0.401785832,45
-76.47213548,3.418150469,0.439773871,33
-76.46923357,3.43559844,0.447646714,44
-76.47024364,3.428666698,0.251986621,45
-76.47226983,3.428361033,0.428305477,32
-76.46933243,3.42603516,0.261273415,41
-76.46699484,3.431197902,0.362338604,28
-76.47027795,3.432677429,0.315177175,56
-76.4680225,3.425791386,0.439028901,59
-76.47216645,3.428477461,0.375276449,54
-76.47294812,3.423074509,0.429066524,26
-76.47306932,3.413915479,0.368348665,31
-76.46480938,3.427268949,0.259553131,40
-76.46637495,3.431166295,0.428115328,40
-76.46799482,3.422211143,0.31755987,43
-76.47310238,3.430938511,0.357499435,27
-76.46995305,3.42915536,0.374981699,38
-76.47011916,3.418253244,0.253917194,37
-76.4706639,3.437304813,0.36975888,43
-76.47030364,3.422805867,0.25158284,35
-76.47360779,3.42566438,0.434861253,29
-76.46568571,3.430244533,0.441912657,48
-76.46811517,3.424385212,0.255497835,48
-76.47049445,3.429002948,0.414206798,23
-76.47257267,3.418843341,0.441197725,30
-76.47325249,3.426099726,0.283251989,21
-76.47081225,3.427892526,0.299512894,44
-76.47497714,3.426885318,0.425615043,27
-76.47268457,3.431972434,0.251086374,57
-76.47428808,3.415701809,0.353556354,49
-76.46969922,3.437303031,0.338048088,23
-76.46760268,3.435409948,0.25357197,27
-76.47226629,3.431440382,0.318195008,38
-76.47259538,3.41736942,0.275072451,52
-76.46710506,3.431572659,0.405410848,22
-76.46892754,3.431940192,0.404108985,35
-76.47364638,3.425373758,0.282255659,24
-76.46647157,3.429507203,0.436159694,47
-76.4692676,3.425393485,0.311905007,35
-76.46988115,3.437393518,0.266415727,53
-76.47378697,3.425555952,0.258845674,48
-76.46909721,3.431470228,0.374416875,20
-76.47157646,3.415677768,0.25990889,56
-76.47301668,3.415791375,0.438177373,38
-76.47408782,3.425323674,0.311393711,57
-76.47317361,3.424962664,0.282298971,46
-76.47368775,3.4161864,0.370774302,31
-76.46608497,3.427047206,0.274641882,35
-76.46676839,3.435614221,0.345011363,49
-76.47134703,3.420846921,0.390311603,30
-76.47134789,3.425130952,0.310244016,57
-76.46538287,3.429631038,0.372066111,60
-76.47442156,3.429708173,0.362925602,45
-76.47018309,3.418133784,0.393437612,42
-76.46927055,3.425739876,0.268745237,51
-76.47320206,3.425990775,0.380622267,57
-76.47451807,3.416661525,0.317621788,29
-76.47482052,3.427267994,0.293698342,55
-76.47213718,3.416154237,0.250047286,37
-76.47138608,3.41956638,0.348226268,22
-76.471425,3.429574723,0.259240365,39
-76.47129688,3.430847631,0.250127447,55
-76.46679604,3.424206528,0.410878983,21
-76.47001643,3.431486568,0.366002898,49
-76.46906262,3.426633436,0.431569794,54
-76.469329,3.437392027,0.378574637,36
-76.4731535,3.429363931,0.272598858,58
-76.46969125,3.42237088,0.448474921,60
-76.47286669,3.428903965,0.430232636,39
-76.47017201,3.423927796,0.385590122,60
-76.46930642,3.424538871,0.250080126,50
-76.46435863,3.427895437,0.258833572,31
-76.47123679,3.428876323,0.310460626,42
-76.46721879,3.433246226,0.405507054,58
-76.46654165,3.429605215,0.344298268,54
-76.46655984,3.433378716,0.33920104,36
-76.46664818,3.427275701,0.359641517,57
-76.47003099,3.426986488,0.34109056,39
-76.47261606,3.426884607,0.392017893,29
-76.46799331,3.433292807,0.37818111,32
-76.47164116,3.415558722,0.268285365,36
-76.46642805,3.435617177,0.445014091,39
-76.47475595,3.426271663,0.39939422,21
-76.47023707,3.425700069,0.390943362,31
-76.47018193,3.420998884,0.254144486,48
-76.46975594,3.428037614,0.371915413,51
-76.46440793,3.428136256,0.271873554,41
-76.46598331,3.432659554,0.33702438,59
-76.47048632,3.43262908,0.251862943,57
-76.47381926,3.426057827,0.386388862,55
-76.47001607,3.428375199,0.280873412,32
-76.46952039,3.426220355,0.341506583,42
-76.46562723,3.436764655,0.355032265,52
-76.4658527,3.422288916,0.413137734,54
-76.4638751,3.426182727,0.319680135,43
-76.47344344,3.426304443,0.415894063,53
-76.46575121,3.429759855,0.380172069,46
-76.46799201,3.439255382,0.386156474,28
-76.46849723,3.436709913,0.2655574,28
-76.47306293,3.425716788,0.376217078,51
-76.47386605,3.4269442,0.339777614,22
-76.46968138,3.432013397,0.342268543,36
-76.47232791,3.432177794,0.409788869,46
-76.46867868,3.436797244,0.430810082,26
-76.47506421,3.430540517,0.345220053,36
-76.47428179,3.426835164,0.297814732,26
-76.4657757,3.430244598,0.356799779,32
-76.46494545,3.429383228,0.449940028,57
-76.4740735,3.430821041,0.367351036,47
-76.47323783,3.426356649,0.40515245,46
-76.4686443,3.424931588,0.368348871,54
-76.46946743,3.420264604,0.421114639,49
-76.47374673,3.431723224,0.412641003,54
-76.47200896,3.423664093,0.286419712,52
-76.46599226,3.433435986,0.326316225,43
-76.47089028,3.417570819,0.332643127,32
-76.50014112,3.447830209,0.352095186,42
-76.49877539,3.44618916,0.423969941,26
-76.49857728,3.446360126,0.305826054,41
-76.4971951,3.448956643,0.35470582,39
-76.49617645,3.448809584,0.362153491,23
-76.49763495,3.44984963,0.341118936,25
-76.50030051,3.44799681,0.304227829,29
-76.49885424,3.447126787,0.384063743,50
-76.49953848,3.447951146,0.297423823,20
-76.4991226,3.444973379,0.321188205,49
-76.49817581,3.444954907,0.349986914,43
-76.50023987,3.445356988,0.422333796,41
-76.49945017,3.448797991,0.348466269,55
-76.4985289,3.448044272,0.25465757,41
-76.49854644,3.450119229,0.381133365,51
-76.49522551,3.449779246,0.438180152,46
-76.49650042,3.450288187,0.416110516,52
-76.49764083,3.449531602,0.25899811,36
-76.50741659,3.425563483,0.419761086,59
-76.50881202,3.426875524,0.435153857,29
-76.50763411,3.424953394,0.313402133,39
-76.50967384,3.42654686,0.309453957,60
-76.51057134,3.423735344,0.383403412,52
-76.50867831,3.425275138,0.433390843,33
-76.50916161,3.426911629,0.382753388,39
-76.50956383,3.426964507,0.272038908,22
-76.51064852,3.421582588,0.403445057,26
-76.50896668,3.423922876,0.269766179,26
-76.50897004,3.425772774,0.402990389,31
-76.51070742,3.421877731,0.265050577,53
-76.50898341,3.423205938,0.35629231,48
-76.50974798,3.425895449,0.424130543,49
-76.5105986,3.422160656,0.435391239,23
-76.5094957,3.423664721,0.431834792,38
-76.50982911,3.425423147,0.40703335,56
-76.50775808,3.39352284,0.35460217,50
-76.49728368,3.436663452,0.353134935,31
-76.51583819,3.406851473,0.33299655,44
-76.50797632,3.414867745,0.447704814,52
-76.52626646,3.412728589,0.441227241,47
-76.51842141,3.403274007,0.351828262,27
-76.50003307,3.416553343,0.291971705,46
-76.5324035,3.409580085,0.317166471,58
-76.50835602,3.399549429,0.446425087,30
-76.48716716,3.443036154,0.317925229,55
-76.49262961,3.438558927,0.351713356,26
-76.4872826,3.443008043,0.292128974,36
-76.4868658,3.437748398,0.321042072,23
-76.51569832,3.404593703,0.280389348,39
-76.51170548,3.410890017,0.35543402,30
-76.52758601,3.407566985,0.429749826,32
-76.51162602,3.396924521,0.297606791,22
-76.50692217,3.397978654,0.373895024,41
-76.50512212,3.392813086,0.37510931,43
-76.50848836,3.397562255,0.39408181,24
-76.51662813,3.406071215,0.330303205,26
-76.49797073,3.425630678,0.416826594,20
-76.52353243,3.412871022,0.439393117,41
-76.50397201,3.425373676,0.277924192,23
-76.49313912,3.441672912,0.333832955,30
-76.5125637,3.399442223,0.373084512,32
-76.52489179,3.409059459,0.353864496,36
-76.50119002,3.415858577,0.334962613,42
-76.49080805,3.434020104,0.293080731,25
-76.52666079,3.411665337,0.352432721,38
-76.5172322,3.411489779,0.292002661,51
-76.51795615,3.404851252,0.347583521,51
-76.49980102,3.416755785,0.408314967,53
-76.49993559,3.418773864,0.360302788,38
-76.48829696,3.441985755,0.425952515,51
-76.5182946,3.407825395,0.425350325,45
-76.50482461,3.425351391,0.445877866,47
-76.50418666,3.424255868,0.38511546,23
-76.50335745,3.398282994,0.349899092,45
-76.49113588,3.440104236,0.292287082,44
-76.48982125,3.44385462,0.444008037,33
-76.5256095,3.406216824,0.285181009,42
-76.52352984,3.413835882,0.335218772,50
-76.52231354,3.402501583,0.44954004,25
-76.49484923,3.438961391,0.419257687,20
-76.50583593,3.397435174,0.319360744,44
-76.51890588,3.403733872,0.376813291,30
-76.50999669,3.411096348,0.324962936,37
-76.50593623,3.419996353,0.380066921,39
-76.50701041,3.416655559,0.269955771,37
-76.50584601,3.425397781,0.374033653,36
-76.51369716,3.410037703,0.352997831,30
-76.49040544,3.442965102,0.440743105,25
-76.51400227,3.415529684,0.25903705,21
-76.50852962,3.41253775,0.277931413,50
-76.49783194,3.40969552,0.267918538,29
-76.51263147,3.414354071,0.285304244,46
-76.51594157,3.405608983,0.253047275,43
-76.52077794,3.409553127,0.267665214,52
-76.51815194,3.400499456,0.262814652,39
-76.50597457,3.424072907,0.319548614,57
-76.49396233,3.425463802,0.332064731,46
-76.49380265,3.432606431,0.303611605,23
-76.52309112,3.40475197,0.344727856,30
-76.52464208,3.40620524,0.327650958,48
-76.5131147,3.401805454,0.267031856,40
-76.49192443,3.434492329,0.283948825,36
-76.51987271,3.414759741,0.394884447,38
-76.52745593,3.409130325,0.358580846,30
-76.48988059,3.436511954,0.362135399,51
-76.51993008,3.403399371,0.288627147,38
-76.52942351,3.406955239,0.320419509,28
-76.51699628,3.411472459,0.33393422,26
-76.50569611,3.416615927,0.307422396,57
-76.52265708,3.407727679,0.43284554,54
-76.4970404,3.426008523,0.366189308,39
-76.5156945,3.409099921,0.424829258,41
-76.50072967,3.403597963,0.322959006,29
-76.49872661,3.413751251,0.40092595,35
-76.50683484,3.418658825,0.250866792,22
-76.50795993,3.417005887,0.340824249,47
-76.52720052,3.412064994,0.36737221,46
-76.52936533,3.389941616,0.274582045,41
-76.51125278,3.409967388,0.280410317,38
-76.51959602,3.407693833,0.297350861,38
-76.49145039,3.437012131,0.373418139,38
-76.49129078,3.433269584,0.359692761,60
-76.49758414,3.426587342,0.407467284,23
-76.49437962,3.429594367,0.387996672,57
-76.51154323,3.410997342,0.296020443,25
-76.52614718,3.410450059,0.326082999,33
-76.50079289,3.412932838,0.265339506,52
-76.50242254,3.397269157,0.384482775,31
-76.50687607,3.398665278,0.379010199,33
-76.49570179,3.425700507,0.439934378,57
-76.51168936,3.395736621,0.355525354,57
-76.51604066,3.399842376,0.447062405,48
-76.51133868,3.411142907,0.385679588,38
-76.52402955,3.406175581,0.344747883,41
-76.5065197,3.424484807,0.44501768,24
-76.51272479,3.417053625,0.406703225,25
-76.52033698,3.402512737,0.325964512,39
-76.49716074,3.435176337,0.388610006,33
-76.52744938,3.393390494,0.387302437,45
-76.52734137,3.388605082,0.367065671,35
-76.49075131,3.439310374,0.373258193,53
-76.50949071,3.414307472,0.367910879,30
-76.51287672,3.398029008,0.262562736,34
-76.50717795,3.418826136,0.426608492,52
-76.5113073,3.394966134,0.262010642,41
-76.5168954,3.411301091,0.369162651,44
-76.5226225,3.408724732,0.31928353,55
-76.50258784,3.397676214,0.276804387,46
-76.50986666,3.397432419,0.295195421,30
-76.49154223,3.432084672,0.381921834,35
-76.49589927,3.439776985,0.311331255,47
-76.49263064,3.432349571,0.444316555,37
-76.51849921,3.400122813,0.409927271,57
-76.5180721,3.401737626,0.26945381,47
-76.52731089,3.409605456,0.250067696,45
-76.50665861,3.398942117,0.305717873,30
-76.50062908,3.418882786,0.376085499,42
-76.52769469,3.410312057,0.417384598,37
-76.48837705,3.437087698,0.330210769,43
-76.50702641,3.394498366,0.330179656,49
-76.49259592,3.424506597,0.348057992,50
-76.50425585,3.427004522,0.342616654,53
-76.50750479,3.413027181,0.3613124,41
-76.50645096,3.401889917,0.353931186,49
-76.51782694,3.400799096,0.342638574,53
-76.49301829,3.422169713,0.373204781,42
-76.53420191,3.393962341,0.35791732,35
-76.52456327,3.410068951,0.433714834,39
-76.51630887,3.405866815,0.382735168,36
-76.4951511,3.429369288,0.338743961,58
-76.50132355,3.416718638,0.2635537,24
-76.51225928,3.396370811,0.390534476,21
-76.52278119,3.408088478,0.34834251,52
-76.52278602,3.412727841,0.361971801,29
-76.5264956,3.405887843,0.399229974,52
-76.52104349,3.407751662,0.327752522,36
-76.52997225,3.405576682,0.340596755,46
-76.50767849,3.422889151,0.413922711,44
-76.49358975,3.431856314,0.408421131,44
-76.51671489,3.401861779,0.321843435,55
-76.51630902,3.406409593,0.413217164,35
-76.49263608,3.435782954,0.33476827,28
-76.50342075,3.399938215,0.327413135,21
-76.50139166,3.426425354,0.413594671,56
-76.49993999,3.412293029,0.388213207,57
-76.51634194,3.408383469,0.374554589,50
-76.50379887,3.399666483,0.351991923,32
-76.51860465,3.407000633,0.335858434,46
-76.53191837,3.408388833,0.27360108,51
-76.4883066,3.438171341,0.335284179,48
-76.49363923,3.441399339,0.421243046,30
-76.51697898,3.409063101,0.405024459,57
-76.51616555,3.408550391,0.426246054,43
-76.49775452,3.431410744,0.428282239,54
-76.49901244,3.434053821,0.439871942,30
-76.50219294,3.417483944,0.316446987,24
-76.4953611,3.43657728,0.353291373,60
-76.52073411,3.398562643,0.25128246,56
-76.4996867,3.412518038,0.377064371,22
-76.50635846,3.416445141,0.294199677,41
-76.4879044,3.439388339,0.389093976,45
-76.50109796,3.401751024,0.395445519,21
-76.4915063,3.435310553,0.332688236,24
-76.52203074,3.413728788,0.373617816,25
-76.51001032,3.415608658,0.304656248,38
-76.51334511,3.397593179,0.403103832,57
-76.50122001,3.411802932,0.28326557,20
-76.50030122,3.433126277,0.35187587,51
-76.50794642,3.421177058,0.367765277,22
-76.49435193,3.432008553,0.370598453,51
-76.53061555,3.390153942,0.276457965,21
-76.51552248,3.401100656,0.350716653,40
-76.49123608,3.435547287,0.342573684,52
