rup_mag,dist_azimuth,dist_repi,result_type,damping,pga,pgv
5,0,10,MEAN,5,6.777651E-02,2.492476E+00
5,0,15,MEAN,5,5.504940E-02,2.063286E+00
5,0,30,MEAN,5,2.867801E-02,1.140875E+00
5,0,50,MEAN,5,1.408971E-02,1.671868E+00
5,0,100,MEAN,5,4.355039E-03,4.858600E+00
5,0,200,MEAN,5,1.175905E-03,1.596485E+01
5,30,5,MEAN,5,7.148986E-02,2.514261E+00
5,30,10,MEAN,5,6.061922E-02,2.182262E+00
5,30,15,MEAN,5,4.907057E-02,1.812559E+00
5,30,30,MEAN,5,2.571773E-02,9.696841E-01
5,30,50,MEAN,5,1.287821E-02,1.829256E+00
5,30,100,MEAN,5,4.158000E-03,5.098788E+00
5,30,200,MEAN,5,1.185094E-03,1.591628E+01
5,60,5,MEAN,5,5.967127E-02,2.125916E+00
5,60,10,MEAN,5,5.059654E-02,1.841395E+00
5,60,15,MEAN,5,4.099854E-02,1.527803E+00
5,60,30,MEAN,5,2.174382E-02,1.145436E+00
5,60,50,MEAN,5,1.117938E-02,2.102679E+00
5,60,100,MEAN,5,3.850309E-03,5.517882E+00
5,60,200,MEAN,5,1.201789E-03,1.582987E+01
5,90,5,MEAN,5,5.513986E-02,2.007175E+00
5,90,10,MEAN,5,4.692732E-02,1.734651E+00
5,90,15,MEAN,5,3.810811E-02,1.436842E+00
5,90,30,MEAN,5,2.032041E-02,1.229371E+00
5,90,50,MEAN,5,1.055118E-02,2.224449E+00
5,90,100,MEAN,5,3.726827E-03,5.703811E+00
5,90,200,MEAN,5,1.209386E-03,1.579126E+01
5,120,5,MEAN,5,5.967127E-02,2.125916E+00
5,120,10,MEAN,5,5.059654E-02,1.841395E+00
5,120,15,MEAN,5,4.099854E-02,1.527803E+00
5,120,30,MEAN,5,2.174382E-02,1.145436E+00
5,120,50,MEAN,5,1.117938E-02,2.102679E+00
5,120,100,MEAN,5,3.850309E-03,5.517882E+00
5,120,200,MEAN,5,1.201789E-03,1.582987E+01
5,150,5,MEAN,5,7.148986E-02,2.514261E+00
5,150,10,MEAN,5,6.061922E-02,2.182262E+00
5,150,15,MEAN,5,4.907057E-02,1.812559E+00
5,150,30,MEAN,5,2.571773E-02,9.696841E-01
5,150,50,MEAN,5,1.287821E-02,1.829256E+00
5,150,100,MEAN,5,4.158000E-03,5.098788E+00
5,150,200,MEAN,5,1.185094E-03,1.591628E+01
5,180,5,MEAN,5,7.938197E-02,2.877402E+00
5,180,10,MEAN,5,6.777651E-02,2.492476E+00
5,180,15,MEAN,5,5.504940E-02,2.063286E+00
5,180,30,MEAN,5,2.867801E-02,1.140875E+00
5,180,50,MEAN,5,1.408971E-02,1.671868E+00
5,180,100,MEAN,5,4.355039E-03,4.858600E+00
5,180,200,MEAN,5,1.175905E-03,1.596485E+01
5,210,5,MEAN,5,7.148986E-02,2.514261E+00
5,210,10,MEAN,5,6.061922E-02,2.182262E+00
5,210,15,MEAN,5,4.907057E-02,1.812559E+00
5,210,30,MEAN,5,2.571773E-02,9.696841E-01
5,210,50,MEAN,5,1.287821E-02,1.829256E+00
5,210,100,MEAN,5,4.158000E-03,5.098788E+00
5,210,200,MEAN,5,1.185094E-03,1.591628E+01
5,240,5,MEAN,5,5.967127E-02,2.125916E+00
5,240,10,MEAN,5,5.059654E-02,1.841395E+00
5,240,15,MEAN,5,4.099854E-02,1.527803E+00
5,240,30,MEAN,5,2.174382E-02,1.145436E+00
5,240,50,MEAN,5,1.117938E-02,2.102679E+00
5,240,100,MEAN,5,3.850309E-03,5.517882E+00
5,240,200,MEAN,5,1.201789E-03,1.582987E+01
5,270,5,MEAN,5,5.513986E-02,2.007175E+00
5,270,10,MEAN,5,4.692732E-02,1.734651E+00
5,270,15,MEAN,5,3.810811E-02,1.436842E+00
5,270,30,MEAN,5,2.032041E-02,1.229371E+00
5,270,50,MEAN,5,1.055118E-02,2.224449E+00
5,270,100,MEAN,5,3.726827E-03,5.703811E+00
5,270,200,MEAN,5,1.209386E-03,1.579126E+01
5,300,5,MEAN,5,5.967127E-02,2.125916E+00
5,300,10,MEAN,5,5.059654E-02,1.841395E+00
5,300,15,MEAN,5,4.099854E-02,1.527803E+00
5,300,30,MEAN,5,2.174382E-02,1.145436E+00
5,300,50,MEAN,5,1.117938E-02,2.102679E+00
5,300,100,MEAN,5,3.850309E-03,5.517882E+00
5,300,200,MEAN,5,1.201789E-03,1.582987E+01
5,330,5,MEAN,5,7.148986E-02,2.514261E+00
5,330,10,MEAN,5,6.061922E-02,2.182262E+00
5,330,15,MEAN,5,4.907057E-02,1.812559E+00
5,330,30,MEAN,5,2.571773E-02,9.696841E-01
5,330,50,MEAN,5,1.287821E-02,1.829256E+00
5,330,100,MEAN,5,4.158000E-03,5.098788E+00
5,330,200,MEAN,5,1.185094E-03,1.591628E+01
6,0,5,MEAN,5,1.867025E-01,9.221613E+00
6,0,10,MEAN,5,1.626144E-01,8.133890E+00
6,0,15,MEAN,5,1.353227E-01,6.883382E+00
6,0,30,MEAN,5,7.511159E-02,4.031841E+00
6,0,50,MEAN,5,3.884260E-02,2.214515E+00
6,0,100,MEAN,5,1.269311E-02,1.247584E+00
6,0,200,MEAN,5,3.549414E-03,3.971044E+00
6,30,5,MEAN,5,1.701705E-01,8.369607E+00
6,30,10,MEAN,5,1.470932E-01,7.345023E+00
6,30,15,MEAN,5,1.218058E-01,6.198740E+00
6,30,30,MEAN,5,6.761595E-02,3.641352E+00
6,30,50,MEAN,5,3.542852E-02,2.027230E+00
6,30,100,MEAN,5,1.201251E-02,1.315400E+00
6,30,200,MEAN,5,3.534023E-03,3.991437E+00
6,60,5,MEAN,5,1.445941E-01,7.167133E+00
6,60,10,MEAN,5,1.247277E-01,6.279520E+00
6,60,15,MEAN,5,1.031161E-01,5.291980E+00
6,60,30,MEAN,5,5.745072E-02,3.120311E+00
6,60,50,MEAN,5,3.065435E-02,1.767539E+00
6,60,100,MEAN,5,1.097027E-02,1.434147E+00
6,60,200,MEAN,5,3.507194E-03,4.027290E+00
6,90,5,MEAN,5,1.344816E-01,6.722995E+00
6,90,10,MEAN,5,1.163317E-01,5.896458E+00
6,90,15,MEAN,5,9.628984E-02,4.969237E+00
6,90,30,MEAN,5,5.377905E-02,2.933599E+00
6,90,50,MEAN,5,2.889182E-02,1.672039E+00
6,90,100,MEAN,5,1.055828E-02,1.487041E+00
6,90,200,MEAN,5,3.495432E-03,4.043142E+00
6,120,5,MEAN,5,1.445941E-01,7.167133E+00
6,120,10,MEAN,5,1.247277E-01,6.279520E+00
6,120,15,MEAN,5,1.031161E-01,5.291980E+00
6,120,30,MEAN,5,5.745072E-02,3.120311E+00
6,120,50,MEAN,5,3.065435E-02,1.767539E+00
6,120,100,MEAN,5,1.097027E-02,1.434147E+00
6,120,200,MEAN,5,3.507194E-03,4.027290E+00
6,150,5,MEAN,5,1.701705E-01,8.369607E+00
6,150,10,MEAN,5,1.470932E-01,7.345023E+00
6,150,15,MEAN,5,1.218058E-01,6.198740E+00
6,150,30,MEAN,5,6.761595E-02,3.641352E+00
6,150,50,MEAN,5,3.542852E-02,2.027230E+00
6,150,100,MEAN,5,1.201251E-02,1.315400E+00
6,150,200,MEAN,5,3.534023E-03,3.991437E+00
6,180,5,MEAN,5,1.867025E-01,9.221613E+00
6,180,10,MEAN,5,1.626144E-01,8.133890E+00
6,180,15,MEAN,5,1.353227E-01,6.883382E+00
6,180,30,MEAN,5,7.511159E-02,4.031841E+00
6,180,50,MEAN,5,3.884260E-02,2.214515E+00
6,180,100,MEAN,5,1.269311E-02,1.247584E+00
6,180,200,MEAN,5,3.549414E-03,3.971044E+00
6,210,5,MEAN,5,1.701705E-01,8.369607E+00
6,210,10,MEAN,5,1.470932E-01,7.345023E+00
6,210,15,MEAN,5,1.218058E-01,6.198740E+00
6,210,30,MEAN,5,6.761595E-02,3.641352E+00
6,210,50,MEAN,5,3.542852E-02,2.027230E+00
6,210,100,MEAN,5,1.201251E-02,1.315400E+00
6,210,200,MEAN,5,3.534023E-03,3.991437E+00
6,240,5,MEAN,5,1.445941E-01,7.167133E+00
6,240,10,MEAN,5,1.247277E-01,6.279520E+00
6,240,15,MEAN,5,1.031161E-01,5.291980E+00
6,240,30,MEAN,5,5.745072E-02,3.120311E+00
6,240,50,MEAN,5,3.065435E-02,1.767539E+00
6,240,100,MEAN,5,1.097027E-02,1.434147E+00
6,240,200,MEAN,5,3.507194E-03,4.027290E+00
6,270,5,MEAN,5,1.344816E-01,6.722995E+00
6,270,10,MEAN,5,1.163317E-01,5.896458E+00
6,270,15,MEAN,5,9.628984E-02,4.969237E+00
6,270,30,MEAN,5,5.377905E-02,2.933599E+00
6,270,50,MEAN,5,2.889182E-02,1.672039E+00
6,270,100,MEAN,5,1.055828E-02,1.487041E+00
6,270,200,MEAN,5,3.495432E-03,4.043142E+00
6,300,5,MEAN,5,1.445941E-01,7.167133E+00
6,300,10,MEAN,5,1.247277E-01,6.279520E+00
6,300,15,MEAN,5,1.031161E-01,5.291980E+00
6,300,30,MEAN,5,5.745072E-02,3.120311E+00
6,300,50,MEAN,5,3.065435E-02,1.767539E+00
6,300,100,MEAN,5,1.097027E-02,1.434147E+00
6,300,200,MEAN,5,3.507194E-03,4.027290E+00
6,330,5,MEAN,5,1.701705E-01,8.369607E+00
6,330,10,MEAN,5,1.470932E-01,7.345023E+00
6,330,15,MEAN,5,1.218058E-01,6.198740E+00
6,330,30,MEAN,5,6.761595E-02,3.641352E+00
6,330,50,MEAN,5,3.542852E-02,2.027230E+00
6,330,100,MEAN,5,1.201251E-02,1.315400E+00
6,330,200,MEAN,5,3.534023E-03,3.991437E+00
7,0,5,MEAN,5,3.251904E-01,2.123135E+01
7,0,10,MEAN,5,2.889555E-01,1.907040E+01
7,0,15,MEAN,5,2.465189E-01,1.650757E+01
7,0,30,MEAN,5,1.464477E-01,1.028454E+01
7,0,50,MEAN,5,8.026617E-02,5.955271E+00
7,0,100,MEAN,5,2.804102E-02,2.290363E+00
7,0,200,MEAN,5,8.194795E-03,1.335137E+00
7,30,5,MEAN,5,3.077122E-01,2.005309E+01
7,30,10,MEAN,5,2.720205E-01,1.792975E+01
7,30,15,MEAN,5,2.310207E-01,1.546211E+01
7,30,30,MEAN,5,1.366643E-01,9.607147E+00
7,30,50,MEAN,5,7.539393E-02,5.601874E+00
7,30,100,MEAN,5,2.706400E-02,2.211731E+00
7,30,200,MEAN,5,8.259439E-03,1.327190E+00
7,60,5,MEAN,5,2.773507E-01,1.809444E+01
7,60,10,MEAN,5,2.441784E-01,1.612489E+01
7,60,15,MEAN,5,2.065574E-01,1.386077E+01
7,60,30,MEAN,5,1.218001E-01,8.594667E+00
7,60,50,MEAN,5,6.792139E-02,5.065665E+00
7,60,100,MEAN,5,2.546740E-02,2.084234E+00
7,60,200,MEAN,5,8.378267E-03,1.312933E+00
7,90,5,MEAN,5,2.641349E-01,1.727236E+01
7,90,10,MEAN,5,2.326076E-01,1.539586E+01
7,90,15,MEAN,5,1.966992E-01,1.322861E+01
7,90,30,MEAN,5,1.159669E-01,8.201383E+00
7,90,50,MEAN,5,6.496548E-02,4.854991E+00
7,90,100,MEAN,5,2.480279E-02,2.031468E+00
7,90,200,MEAN,5,8.432938E-03,1.306520E+00
7,120,5,MEAN,5,2.773507E-01,1.809444E+01
7,120,10,MEAN,5,2.441784E-01,1.612489E+01
7,120,15,MEAN,5,2.065574E-01,1.386077E+01
7,120,30,MEAN,5,1.218001E-01,8.594667E+00
7,120,50,MEAN,5,6.792139E-02,5.065665E+00
7,120,100,MEAN,5,2.546740E-02,2.084234E+00
7,120,200,MEAN,5,8.378267E-03,1.312933E+00
7,150,5,MEAN,5,3.077122E-01,2.005309E+01
7,150,10,MEAN,5,2.720205E-01,1.792975E+01
7,150,15,MEAN,5,2.310207E-01,1.546211E+01
7,150,30,MEAN,5,1.366643E-01,9.607147E+00
7,150,50,MEAN,5,7.539393E-02,5.601874E+00
7,150,100,MEAN,5,2.706400E-02,2.211731E+00
7,150,200,MEAN,5,8.259439E-03,1.327190E+00
7,180,5,MEAN,5,3.251904E-01,2.123135E+01
7,180,10,MEAN,5,2.889555E-01,1.907040E+01
7,180,15,MEAN,5,2.465189E-01,1.650757E+01
7,180,30,MEAN,5,1.464477E-01,1.028454E+01
7,180,50,MEAN,5,8.026617E-02,5.955271E+00
7,180,100,MEAN,5,2.804102E-02,2.290363E+00
7,180,200,MEAN,5,8.194795E-03,1.335137E+00
7,210,5,MEAN,5,3.077122E-01,2.005309E+01
7,210,10,MEAN,5,2.720205E-01,1.792975E+01
7,210,15,MEAN,5,2.310207E-01,1.546211E+01
7,210,30,MEAN,5,1.366643E-01,9.607147E+00
7,210,50,MEAN,5,7.539393E-02,5.601874E+00
7,210,100,MEAN,5,2.706400E-02,2.211731E+00
7,210,200,MEAN,5,8.259439E-03,1.327190E+00
7,240,5,MEAN,5,2.773507E-01,1.809444E+01
7,240,10,MEAN,5,2.441784E-01,1.612489E+01
7,240,15,MEAN,5,2.065574E-01,1.386077E+01
7,240,30,MEAN,5,1.218001E-01,8.594667E+00
7,240,50,MEAN,5,6.792139E-02,5.065665E+00
7,240,100,MEAN,5,2.546740E-02,2.084234E+00
7,240,200,MEAN,5,8.378267E-03,1.312933E+00
7,270,5,MEAN,5,2.641349E-01,1.727236E+01
7,270,10,MEAN,5,2.326076E-01,1.539586E+01
7,270,15,MEAN,5,1.966992E-01,1.322861E+01
7,270,30,MEAN,5,1.159669E-01,8.201383E+00
7,270,50,MEAN,5,6.496548E-02,4.854991E+00
7,270,100,MEAN,5,2.480279E-02,2.031468E+00
7,270,200,MEAN,5,8.432938E-03,1.306520E+00
7,300,5,MEAN,5,2.773507E-01,1.809444E+01
7,300,10,MEAN,5,2.441784E-01,1.612489E+01
7,300,15,MEAN,5,2.065574E-01,1.386077E+01
7,300,30,MEAN,5,1.218001E-01,8.594667E+00
7,300,50,MEAN,5,6.792139E-02,5.065665E+00
7,300,100,MEAN,5,2.546740E-02,2.084234E+00
7,300,200,MEAN,5,8.378267E-03,1.312933E+00
7,330,5,MEAN,5,3.077122E-01,2.005309E+01
7,330,10,MEAN,5,2.720205E-01,1.792975E+01
7,330,15,MEAN,5,2.310207E-01,1.546211E+01
7,330,30,MEAN,5,1.366643E-01,9.607147E+00
7,330,50,MEAN,5,7.539393E-02,5.601874E+00
7,330,100,MEAN,5,2.706400E-02,2.211731E+00
7,330,200,MEAN,5,8.259439E-03,1.327190E+00
8,0,5,MEAN,5,4.417580E-01,3.622218E+01
8,0,10,MEAN,5,4.001556E-01,3.310890E+01
8,0,15,MEAN,5,3.498362E-01,2.930316E+01
8,0,30,MEAN,5,2.228461E-01,1.945156E+01
8,0,50,MEAN,5,1.301574E-01,1.193332E+01
8,0,100,MEAN,5,4.915262E-02,4.925947E+00
8,0,200,MEAN,5,1.516954E-02,1.692688E+00
8,30,5,MEAN,5,4.351035E-01,3.566448E+01
8,30,10,MEAN,5,3.933667E-01,3.253969E+01
8,30,15,MEAN,5,3.428999E-01,2.872472E+01
8,30,30,MEAN,5,2.172362E-01,1.898135E+01
8,30,50,MEAN,5,1.270900E-01,1.166927E+01
8,30,100,MEAN,5,4.886201E-02,4.901099E+00
8,30,200,MEAN,5,1.561457E-02,1.740147E+00
8,60,5,MEAN,5,4.225470E-01,3.461001E+01
8,60,10,MEAN,5,3.802297E-01,3.144819E+01
8,60,15,MEAN,5,3.297126E-01,2.763691E+01
8,60,30,MEAN,5,2.071364E-01,1.814028E+01
8,60,50,MEAN,5,1.216706E-01,1.120428E+01
8,60,100,MEAN,5,4.833602E-02,4.856218E+00
8,60,200,MEAN,5,1.649834E-02,1.834208E+00
8,90,5,MEAN,5,4.167177E-01,3.411480E+01
8,90,10,MEAN,5,3.738754E-01,3.092519E+01
8,90,15,MEAN,5,3.234590E-01,2.712641E+01
8,90,30,MEAN,5,2.025776E-01,1.776268E+01
8,90,50,MEAN,5,1.192616E-01,1.099812E+01
8,90,100,MEAN,5,4.809718E-02,4.835882E+00
8,90,200,MEAN,5,1.693490E-02,1.880566E+00
8,120,5,MEAN,5,4.225470E-01,3.461001E+01
8,120,10,MEAN,5,3.802297E-01,3.144819E+01
8,120,15,MEAN,5,3.297126E-01,2.763691E+01
8,120,30,MEAN,5,2.071364E-01,1.814028E+01
8,120,50,MEAN,5,1.216706E-01,1.120428E+01
8,120,100,MEAN,5,4.833602E-02,4.856218E+00
8,120,200,MEAN,5,1.649834E-02,1.834208E+00
8,150,5,MEAN,5,4.351035E-01,3.566448E+01
8,150,10,MEAN,5,3.933667E-01,3.253969E+01
8,150,15,MEAN,5,3.428999E-01,2.872472E+01
8,150,30,MEAN,5,2.172362E-01,1.898135E+01
8,150,50,MEAN,5,1.270900E-01,1.166927E+01
8,150,100,MEAN,5,4.886201E-02,4.901099E+00
8,150,200,MEAN,5,1.561457E-02,1.740147E+00
8,180,5,MEAN,5,4.417580E-01,3.622218E+01
8,180,10,MEAN,5,4.001556E-01,3.310890E+01
8,180,15,MEAN,5,3.498362E-01,2.930316E+01
8,180,30,MEAN,5,2.228461E-01,1.945156E+01
8,180,50,MEAN,5,1.301574E-01,1.193332E+01
8,180,100,MEAN,5,4.915262E-02,4.925947E+00
8,180,200,MEAN,5,1.516954E-02,1.692688E+00
8,210,5,MEAN,5,4.351035E-01,3.566448E+01
8,210,10,MEAN,5,3.933667E-01,3.253969E+01
8,210,15,MEAN,5,3.428999E-01,2.872472E+01
8,210,30,MEAN,5,2.172362E-01,1.898135E+01
8,210,50,MEAN,5,1.270900E-01,1.166927E+01
8,210,100,MEAN,5,4.886201E-02,4.901099E+00
8,210,200,MEAN,5,1.561457E-02,1.740147E+00
8,240,5,MEAN,5,4.225470E-01,3.461001E+01
8,240,10,MEAN,5,3.802297E-01,3.144819E+01
8,240,15,MEAN,5,3.297126E-01,2.763691E+01
8,240,30,MEAN,5,2.071364E-01,1.814028E+01
8,240,50,MEAN,5,1.216706E-01,1.120428E+01
8,240,100,MEAN,5,4.833602E-02,4.856218E+00
8,240,200,MEAN,5,1.649834E-02,1.834208E+00
8,270,5,MEAN,5,4.167177E-01,3.411480E+01
8,270,10,MEAN,5,3.738754E-01,3.092519E+01
8,270,15,MEAN,5,3.234590E-01,2.712641E+01
8,270,30,MEAN,5,2.025776E-01,1.776268E+01
8,270,50,MEAN,5,1.192616E-01,1.099812E+01
8,270,100,MEAN,5,4.809718E-02,4.835882E+00
8,270,200,MEAN,5,1.693490E-02,1.880566E+00
8,300,5,MEAN,5,4.225470E-01,3.461001E+01
8,300,10,MEAN,5,3.802297E-01,3.144819E+01
8,300,15,MEAN,5,3.297126E-01,2.763691E+01
8,300,30,MEAN,5,2.071364E-01,1.814028E+01
8,300,50,MEAN,5,1.216706E-01,1.120428E+01
8,300,100,MEAN,5,4.833602E-02,4.856218E+00
8,300,200,MEAN,5,1.649834E-02,1.834208E+00
8,330,5,MEAN,5,4.351035E-01,3.566448E+01
8,330,10,MEAN,5,3.933667E-01,3.253969E+01
8,330,15,MEAN,5,3.428999E-01,2.872472E+01
8,330,30,MEAN,5,2.172362E-01,1.898135E+01
8,330,50,MEAN,5,1.270900E-01,1.166927E+01
8,330,100,MEAN,5,4.886201E-02,4.901099E+00
8,330,200,MEAN,5,1.561457E-02,1.740147E+00
